class,predictions,softmax_output,sigmoid_output,set
0,[ 2.9410775 -2.9134328],[0.99714124 0.00285874],[0.9498401  0.05149351],train
0,[ 0.34511352 -0.6467858 ],[0.7294629 0.2705371],[0.5854322 0.3437142],train
0,[ 2.4685137 -2.959606 ],[0.9956279  0.00437215],[0.9219048  0.04928447],train
0,[ 0.19490911 -0.65670496],[0.7009056  0.29909438],[0.5485736  0.34148017],train
0,[ 2.3969343 -2.4898617],[0.9925109  0.00748905],[0.9165932  0.07657197],train
0,[ 2.774451  -2.9243073],[0.99666107 0.00333894],[0.9412794  0.05096496],train
0,[ 3.6807594 -3.6265178],[9.993298e-01 6.701911e-04],[0.97541577 0.02591901],train
0,[ 0.88323474 -1.8116885 ],[0.9367264  0.06327359],[0.7074921  0.14043418],train
1,[-1.1792853   0.91644275],[0.10951273 0.89048725],[0.2351807 0.7143167],train
0,[-1.9515648  1.4177276],[0.03326907 0.966731  ],[0.12438285 0.80498195],train
1,[-3.7308013  2.615557 ],[0.00175005 0.99824995],[0.02341234 0.93185616],train
0,[ 1.915767  -2.4220197],[0.98710304 0.01289691],[0.87166566 0.08150892],train
0,[ 3.584734 -4.439587],[9.9967277e-01 3.2729525e-04],[0.9730049  0.01166318],train
0,[ 1.2583014 -1.3418866],[0.93087363 0.06912632],[0.77873355 0.20719998],train
0,[ 2.3173127 -3.0106494],[0.99516946 0.00483051],[0.91030073 0.04694708],train
1,[-1.1107635  0.6714682],[0.14402777 0.8559722 ],[0.24772856 0.66183186],train
0,[ 1.7697583 -2.3559766],[0.98410505 0.01589489],[0.85442764 0.08659189],train
0,[ 1.6117194 -1.8025496],[0.9681475  0.03185249],[0.83365    0.14154099],train
0,[ 3.0019572 -3.590319 ],[0.99863094 0.00136904],[0.9526624  0.02684879],train
0,[ 2.8528907 -2.7543244],[0.9963421  0.00365785],[0.9454679  0.05984289],train
0,[ 2.798936  -2.8845997],[0.99661    0.00338998],[0.9426183  0.05292013],train
1,[-3.9862924  3.173609 ],[7.765275e-04 9.992235e-01],[0.01822993 0.95982903],train
0,[ 0.7795309 -1.0532602],[0.86209387 0.1379061 ],[0.68557906 0.25859955],train
0,[ 3.2684267 -3.6475213],[9.9900913e-01 9.9085807e-04],[0.9633296  0.02539398],train
0,[ 1.5933758 -1.3030276],[0.9476684  0.05233165],[0.8310905  0.21365592],train
0,[ 2.9931054 -3.314891 ],[0.9981817  0.00181837],[0.9522616  0.03506386],train
0,[ 2.5224164 -2.7192655],[0.9947365 0.0052635],[0.92569846 0.06184607],train
0,[ 2.5499518 -2.9437788],[0.9959044  0.00409563],[0.9275703  0.05003137],train
0,[ 2.953235  -3.1165671],[0.9976937 0.0023063],[0.9504162  0.04242903],train
0,[ 2.312227  -1.9650755],[0.98631    0.01369003],[0.9098847  0.12291881],train
0,[ 0.98674256 -2.0528038 ],[0.9543291  0.04567095],[0.72844404 0.11376938],train
0,[ 2.8367217 -3.0729196],[0.9972941  0.00270582],[0.9446283  0.04423822],train
0,[ 2.3789127 -2.8925571],[0.9948902  0.00510981],[0.9152051  0.05252272],train
0,[ 0.93680114 -0.945657  ],[0.8678932  0.13210677],[0.7184531  0.27975908],train
0,[ 1.4588491 -1.847347 ],[0.9646408  0.03535923],[0.8113566  0.13618468],train
0,[ 0.65743655 -0.28074113],[0.71873146 0.28126857],[0.6586843 0.4302721],train
0,[ 3.1796844 -2.7836015],[0.99743515 0.00256485],[0.96006256 0.05821678],train
0,[ 2.5031865 -2.980102 ],[0.9958616  0.00413844],[0.9243649  0.04833294],train
0,[ 1.6561666 -2.302285 ],[0.981265   0.01873496],[0.83972275 0.0909339 ],train
0,[ 1.9809083 -1.6587845],[0.9744116  0.02558845],[0.878778   0.15992524],train
0,[ 2.5203001 -2.8402832],[0.99532384 0.0046762 ],[0.92555267 0.05518578],train
0,[ 3.2907674 -3.1283927],[0.9983726  0.00162737],[0.96411073 0.04195116],train
1,[-2.5327296  2.227878 ],[0.00848775 0.99151224],[0.07359533 0.90272516],train
0,[ 2.750521 -3.029112],[0.99691963 0.00308033],[0.93994284 0.04612787],train
0,[ 3.191789 -3.290409],[0.9984719 0.0015281],[0.96052414 0.03590168],train
0,[ 1.2255667 -2.697488 ],[0.98060304 0.0193969 ],[0.7730417  0.06312174],train
0,[ 3.043747  -3.4425318],[0.9984781  0.00152189],[0.9545118  0.03099236],train
1,[-1.0148942  0.8074727],[0.13915011 0.8608499 ],[0.26602313 0.6915707 ],train
1,[-3.2641065  2.67842  ],[0.00261851 0.9973815 ],[0.03682328 0.9357412 ],train
0,[ 1.885305  -2.0399358],[0.98064464 0.01935536],[0.8682193  0.11507328],train
0,[ 2.9464295 -2.8861568],[0.99707806 0.00292193],[0.95009446 0.05284214],train
0,[0.2963354  0.13510953],[0.5402194  0.45978063],[0.57354647 0.5337261 ],train
0,[ 3.3861861 -3.538429 ],[9.990177e-01 9.823159e-04],[0.9672701  0.02823837],train
0,[ 2.0561223 -2.5429776],[0.9900393  0.00996067],[0.8865648  0.07289968],train
0,[ 3.1639376 -3.9548156],[9.9919087e-01 8.0912031e-04],[0.9594544  0.01880192],train
0,[ 2.0026462 -1.6983819],[0.97589713 0.02410282],[0.88107467 0.15467672],train
0,[ 2.182144 -3.075927],[0.99482155 0.00517838],[0.89863455 0.04411124],train
0,[ 2.5169542 -2.7177548],[0.99469984 0.00530013],[0.9253219  0.06193378],train
0,[ 1.8767    -2.7827232],[0.990617   0.00938305],[0.8672316  0.05826495],train
0,[ 2.4308867 -2.6437292],[0.9937854  0.00621462],[0.91915244 0.06637656],train
0,[ 2.7224073 -2.3570065],[0.99381495 0.00618506],[0.93833596 0.08651046],train
0,[ 3.1985655 -2.7936409],[0.99750805 0.00249192],[0.96078026 0.05766878],train
1,[-2.4960282  2.1522634],[0.00948708 0.9905129 ],[0.07613709 0.89588004],train
0,[ 2.370612  -2.5943496],[0.99307007 0.00692986],[0.91455865 0.06950296],train
0,[ 1.7224954 -2.1665604],[0.9799457  0.02005426],[0.84845    0.10279382],train
0,[ 2.8545516 -2.6640875],[0.99600476 0.00399528],[0.9455535  0.06512602],train
0,[ 3.1683557 -3.5002196],[0.99873143 0.0012686 ],[0.9596259  0.02930599],train
0,[ 1.8853973 -2.0269988],[0.98039925 0.01960067],[0.86822987 0.11639725],train
0,[ 2.745228  -2.4176755],[0.9943076  0.00569246],[0.93964326 0.08183475],train
1,[-1.9969629  1.8964134],[0.01996952 0.9800305 ],[0.11952217 0.869485  ],train
0,[ 2.6594625 -3.4950254],[0.9978806  0.00211943],[0.93459177 0.0294541 ],train
0,[ 2.4128497 -3.209102 ],[0.9963955  0.00360453],[0.917802   0.03882464],train
0,[ 4.0238433 -3.9942033],[9.9967062e-01 3.2935452e-04],[0.9824301  0.01808888],train
1,[-1.5519509  0.9692622],[0.07438438 0.9256156 ],[0.17480467 0.7249724 ],train
0,[ 2.4353733 -3.008078 ],[0.99569404 0.00430591],[0.9194852  0.04706226],train
0,[ 2.4636364 -2.731666 ],[0.99448806 0.00551199],[0.92155296 0.06113046],train
0,[ 1.4069325 -1.3747982],[0.94168055 0.05831943],[0.80328166 0.20184574],train
0,[ 1.8016584 -2.1770613],[0.9816341  0.01836596],[0.8583507  0.10182939],train
0,[-0.12646665 -0.59810865],[0.6157723  0.38422766],[0.4684254  0.35477653],train
1,[-2.2986286  2.3985972],[0.00903811 0.99096185],[0.09123661 0.9167202 ],train
0,[ 0.6601804 -1.8423984],[0.92432237 0.0756776 ],[0.6593009 0.1367679],train
0,[ 2.295286  -3.2551777],[0.9961294  0.00387062],[0.9084859  0.03714127],train
0,[ 2.3699114 -2.7057552],[0.9937919  0.00620814],[0.9145039  0.06263461],train
0,[ 3.0686955 -3.7341807],[0.9988907  0.00110934],[0.95558286 0.0233352 ],train
0,[ 1.7686833 -1.7920796],[0.9723681  0.02763192],[0.8542939  0.14281794],train
0,[-0.6057894   0.37167165],[0.27339587 0.72660416],[0.35302028 0.59186286],train
0,[ 2.4832568 -3.0565755],[0.99608815 0.00391182],[0.9229597  0.04493444],train
0,[ 1.8911313 -1.7948271],[0.9755401  0.02445985],[0.8688845  0.14248192],train
0,[ 1.2569975 -1.7852386],[0.95444614 0.04555384],[0.7785088  0.14365748],train
0,[ 2.5057223 -3.6248026],[0.99782926 0.00217072],[0.924542   0.02596235],train
0,[ 2.9421043 -3.836694 ],[0.9988637  0.00113635],[0.94988894 0.02110955],train
0,[ 2.6108744 -3.066776 ],[0.99659014 0.00340992],[0.9315582 0.0444987],train
0,[ 1.236124  -2.0684626],[0.9645858  0.03541417],[0.77488863 0.11220009],train
0,[ 2.9009902 -3.2592034],[0.9978927  0.00210739],[0.9478954  0.03699758],train
0,[ 2.818895 -3.459781],[0.99812764 0.00187237],[0.94368833 0.03047851],train
0,[-1.2283484  -0.48155412],[0.3215202 0.6784798],[0.22647063 0.3818852 ],train
0,[ 2.1627686 -2.546079 ],[0.9910653  0.00893461],[0.896856   0.07269035],train
1,[-0.7094303   0.54988533],[0.22109172 0.77890825],[0.32972473 0.634109  ],train
0,[ 1.743467  -2.1274345],[0.9795858  0.02041415],[0.8511269  0.10645879],train
0,[ 2.4999163 -2.758703 ],[0.9948244  0.00517556],[0.924136   0.05959702],train
0,[ 3.873413 -4.344755],[9.9973041e-01 2.6963596e-04],[0.9796361 0.0128085],train
0,[ 3.0914838 -3.4189198],[0.99851435 0.00148567],[0.9565401  0.03170938],train
0,[ 2.8723662 -2.7804222],[0.99650455 0.00349546],[0.94646335 0.05839134],train
0,[ 2.4179213 -2.4407125],[0.99229866 0.00770131],[0.9181837  0.08012038],train
0,[ 3.4643419 -3.0355914],[0.9984987  0.00150128],[0.96965593 0.04584363],train
0,[ 2.5644968 -2.214527 ],[0.9916658  0.00833416],[0.92854136 0.09845353],train
0,[ 3.3182085 -3.651672 ],[9.9906117e-01 9.3888323e-04],[0.9650482  0.02529145],train
0,[-0.17568098 -0.19569616],[0.50500363 0.49499634],[0.4561924  0.45123148],train
0,[ 2.4252572 -2.7746356],[0.99451315 0.00548688],[0.9187332  0.05871031],train
0,[ 1.8752433 -1.9647001],[0.9789574  0.02104251],[0.86706376 0.1229593 ],train
0,[ 3.0244107 -2.9390311],[0.9974355  0.00256445],[0.9536648 0.0502575],train
0,[ 0.52547026 -0.4996858 ],[0.7359757 0.2640243],[0.628426  0.3776145],train
0,[ 1.751649  -2.7668035],[0.9892118  0.01078823],[0.85216063 0.05914464],train
0,[ 3.7668602 -3.3533194],[9.9919206e-01 8.0796814e-04],[0.9773981  0.03378663],train
0,[ 1.9820818 -2.3161085],[0.9865891  0.01341084],[0.8789029  0.08979762],train
0,[ 1.772974  -2.5923445],[0.98744893 0.01255108],[0.8548271  0.06963274],train
0,[ 1.8805596 -1.894261 ],[0.9775733  0.02242671],[0.8676754  0.13075939],train
0,[ 1.2112615 -1.9672025],[0.9600158  0.03998425],[0.7705221  0.12268969],train
0,[ 0.92573506 -1.8154634 ],[0.9394144  0.06058566],[0.71620923 0.13997911],train
0,[ 1.878956  -2.3838258],[0.98611253 0.0138875 ],[0.8674911  0.08441442],train
0,[ 4.3477297 -3.9691799],[9.997557e-01 2.442901e-04],[0.9872291  0.01853874],train
0,[ 2.4957526 -2.9380827],[0.9956527  0.00434734],[0.9238435  0.05030279],train
0,[ 3.7901692 -3.6561713],[9.994168e-01 5.832329e-04],[0.9779073  0.02518077],train
0,[ 2.5432708 -2.9844515],[0.9960407  0.00395929],[0.92712015 0.04813327],train
0,[ 2.3838527 -2.3183472],[0.9910063  0.00899367],[0.91558766 0.08961481],train
0,[ 2.1844633 -2.7896335],[0.99313277 0.00686728],[0.8988456  0.05788694],train
0,[ 2.8020818 -2.536358 ],[0.99521965 0.0047804 ],[0.9427882  0.07334832],train
0,[ 2.3119333 -1.8074957],[0.9840061  0.01599383],[0.9098605  0.14094107],train
0,[ 3.5439494 -3.8482234],[9.9938428e-01 6.1567663e-04],[0.97191274 0.02087262],train
0,[ 2.6592429 -3.0999882],[0.99685633 0.00314362],[0.93457836 0.04310774],train
1,[-1.8145025  1.3864827],[0.03912866 0.9608714 ],[0.14009485 0.8000301 ],train
0,[ 1.1020211 -1.4737341],[0.9292849  0.07071518],[0.7506386  0.18637569],train
0,[ 3.5463884 -3.5547853],[9.9917656e-01 8.2345866e-04],[0.9719792  0.02779298],train
0,[ 0.39945352 -0.94198793],[0.7927269  0.20727313],[0.59855634 0.28049895],train
0,[-0.739418  -0.6521897],[0.47820672 0.5217933 ],[0.3231314  0.34249625],train
1,[-1.6453553  1.9256396],[0.02735832 0.97264165],[0.16173768 0.872766  ],train
0,[ 3.2880332 -3.211045 ],[0.9984975  0.00150256],[0.964016   0.03875219],train
0,[ 3.584466 -4.061291],[9.9952221e-01 4.7783979e-04],[0.9729979  0.01693503],train
0,[ 2.958075  -2.4362268],[0.9954782  0.00452185],[0.9506438 0.0804516],train
0,[ 1.846455  -2.1004248],[0.9810511  0.01894888],[0.86371034 0.10905554],train
0,[ 3.0511754 -4.3406253],[9.9938405e-01 6.1590550e-04],[0.9548332  0.01286082],train
0,[ 2.798058 -2.657687],[0.99574643 0.00425352],[0.9425708  0.06551681],train
0,[ 2.8294635 -3.3089669],[0.99784636 0.00215366],[0.9442474  0.03526485],train
0,[ 2.714041  -3.1686008],[0.9972203  0.00277966],[0.9378501  0.04036458],train
0,[ 2.3978438 -2.6077287],[0.99334407 0.00665591],[0.91666275 0.06864267],train
0,[ 0.9013895 -1.3016152],[0.9005191  0.09948098],[0.7112349  0.21389331],train
0,[ 4.091921  -3.2616856],[9.9936014e-01 6.3986954e-04],[0.9835675  0.03690925],train
0,[ 3.5830276 -3.1665957],[0.99883    0.00116995],[0.9729601  0.04044232],train
0,[ 0.93718153 -1.3018914 ],[0.9037038  0.09629618],[0.71853    0.21384688],train
0,[ 3.7478743 -4.172211 ],[9.9963677e-01 3.6323929e-04],[0.97697484 0.01518402],train
0,[ 3.0381057 -4.1314526],[9.992310e-01 7.690706e-04],[0.95426625 0.0158057 ],train
0,[ 3.0566018 -3.3443153],[0.99834275 0.00165728],[0.95506674 0.03408181],train
0,[-1.1153598   0.36832997],[0.18487075 0.8151293 ],[0.24687299 0.5910554 ],train
0,[ 2.292916  -2.4644933],[0.9914853  0.00851471],[0.90828866 0.07838512],train
0,[ 1.7547315 -1.9274071],[0.9754488  0.02455116],[0.85254866 0.12703785],train
0,[ 3.6257455 -3.457342 ],[9.9916148e-01 8.3847455e-04],[0.9740615  0.03055066],train
0,[-1.6411333  1.2454988],[0.05281836 0.94718164],[0.16231091 0.7765197 ],train
0,[ 1.7811333 -2.6525068],[0.9882681  0.01173193],[0.85583675 0.06583467],train
0,[ 2.888222  -3.1053326],[0.9975114  0.00248857],[0.9472611  0.04288783],train
0,[ 3.355292  -3.1280253],[0.9984736 0.0015264],[0.96627766 0.04196593],train
0,[ 3.1586654 -4.069955 ],[9.9927503e-01 7.2499504e-04],[0.95924884 0.01679139],train
0,[ 0.8003641 -0.8428521],[0.83797204 0.16202791],[0.6900524  0.30093443],train
0,[ 3.863988 -3.347782],[9.9926263e-01 7.3730591e-04],[0.9794471  0.03396787],train
0,[ 1.7732183 -3.1533916],[0.9928012  0.00719884],[0.8548574  0.04095785],train
0,[ 0.6934754 -2.277942 ],[0.951266   0.04873397],[0.6667396  0.09296635],train
0,[ 1.9252086 -2.5696058],[0.9889565  0.01104343],[0.87271816 0.07112034],train
0,[ 0.05444283 -1.0643065 ],[0.7537567  0.24624333],[0.5136073  0.25648734],train
0,[ 3.0456645 -2.9987679],[0.99763453 0.00236542],[0.9545949  0.04748157],train
0,[ 4.055044 -4.018604],[9.9968851e-01 3.1154708e-04],[0.9829607  0.01766055],train
0,[ 1.8640846 -1.6234425],[0.97033083 0.02966921],[0.8657723  0.16473065],train
0,[ 0.9532785 -1.303747 ],[0.90525484 0.09474518],[0.72177404 0.21353509],train
0,[ 2.0116603 -2.5532033],[0.989696   0.01030402],[0.8820159  0.07221158],train
0,[ 3.8392847 -3.2974083],[9.992053e-01 7.947459e-04],[0.97894394 0.03566021],train
0,[ 3.452231  -3.6346817],[9.9916470e-01 8.3527603e-04],[0.96929765 0.02571369],train
1,[-2.027642   0.5261596],[0.07217151 0.9278285 ],[0.1163311  0.62858695],train
1,[-1.2134377   0.48636666],[0.15449081 0.84550923],[0.22909336 0.6192502 ],train
0,[ 2.866948  -2.4764974],[0.9952434  0.00475664],[0.94618815 0.07752231],train
0,[ 0.8551512  -0.46245274],[0.7887828  0.21121721],[0.7016466  0.38640413],train
0,[ 4.316631  -3.8834295],[9.9972540e-01 2.7456172e-04],[0.98683095 0.02016512],train
0,[ 2.8336866 -3.0726237],[0.9972851  0.00271482],[0.9444693  0.04425073],train
0,[ 0.05809271 -0.28524426],[0.5850009 0.4149991],[0.5145191  0.42916852],train
0,[-2.4035118  1.7555077],[0.01538255 0.9846175 ],[0.0829053 0.8526461],train
0,[ 3.5484347 -3.1883795],[0.99881506 0.00118501],[0.97203493 0.03960537],train
0,[ 2.3792713 -1.9792913],[0.98736495 0.01263508],[0.91523296 0.12139441],train
0,[ 3.3184853 -3.0090878],[0.9982168  0.00178318],[0.9650575 0.047017 ],train
0,[ 0.7330889 -1.8231055],[0.9279885  0.07201145],[0.67548275 0.13906166],train
0,[ 1.6237506 -2.4629667],[0.9834831  0.01651689],[0.8353117  0.07849547],train
0,[ 2.4415834 -2.41689  ],[0.9922975  0.00770254],[0.9199438  0.08189379],train
0,[ 2.1674407 -2.4466894],[0.99018645 0.00981354],[0.8972873  0.07968099],train
0,[-0.9054484 -0.5158183],[0.40380636 0.5961937 ],[0.28793213 0.37383056],train
0,[ 2.430893  -2.8354983],[0.9948643  0.00513569],[0.919153   0.05543579],train
0,[ 2.7160566 -3.4161196],[0.99783283 0.00216714],[0.9379675  0.03179547],train
0,[ 3.2004552 -3.6153302],[0.9989048  0.00109513],[0.9608514  0.02620297],train
0,[ 1.3483275 -1.6441444],[0.9522329  0.04776713],[0.7938561  0.16190192],train
0,[ 2.1762245 -1.8553709],[0.98256344 0.01743657],[0.89809406 0.13524352],train
0,[ 3.0616274 -3.0329514],[0.99775    0.00224999],[0.95528185 0.04595925],train
0,[ 2.7958615 -2.916023 ],[0.9967045  0.00329554],[0.9424518  0.05136715],train
0,[ 3.632993  -3.6811826],[9.9933439e-01 6.6558685e-04],[0.974244   0.02457406],train
0,[ 3.4927895 -4.013504 ],[9.994506e-01 5.493127e-04],[0.97048193 0.01774924],train
0,[ 4.365607 -4.557485],[9.9986672e-01 1.3325778e-04],[0.98745245 0.01037954],train
0,[ 2.3575096 -2.5584366],[0.9927246  0.00727546],[0.9135293  0.07186174],train
0,[ 4.3234553 -4.6262155],[9.9987018e-01 1.2976302e-04],[0.98691934 0.0096968 ],train
0,[ 0.6224118 -0.9888477],[0.8335862  0.16641383],[0.6507669  0.27113974],train
1,[-2.9357831  2.6246593],[0.00383233 0.9961676 ],[0.05041276 0.9324318 ],train
0,[ 1.9584377 -2.1132264],[0.98323685 0.0167632 ],[0.87636375 0.10781791],train
0,[ 2.146108  -2.1521425],[0.9865899  0.01341005],[0.89530456 0.10413118],train
0,[ 1.7332188 -2.4377453],[0.9847973  0.01520268],[0.8498237  0.08033933],train
0,[ 1.7087185 -2.6093986],[0.98685026 0.01314973],[0.84667    0.06853598],train
0,[ 1.409378 -1.976324],[0.96725464 0.03274531],[0.80366784 0.12171125],train
0,[ 3.3084946 -3.32217  ],[0.99868244 0.00131755],[0.9647191  0.03481841],train
0,[ 2.9448864 -3.0370724],[0.9974825  0.00251752],[0.95002127 0.04577889],train
0,[ 2.789314  -3.4140522],[0.9979814  0.00201853],[0.94209564 0.03185917],train
0,[ 2.2001123 -3.894945 ],[0.99775106 0.00224891],[0.90025955 0.01993885],train
0,[ 2.903001  -2.7344954],[0.9964509  0.00354913],[0.9479946  0.06096829],train
0,[ 2.5039828 -2.8745654],[0.99540675 0.00459332],[0.92442054 0.0534253 ],train
0,[ 3.5457394 -4.0747285],[9.9950993e-01 4.9007195e-04],[0.9719615  0.01671276],train
0,[ 2.1938422 -1.9874464],[0.98495114 0.01504888],[0.8996951  0.12052728],train
0,[ 3.1292121 -2.6012657],[0.996765   0.00323503],[0.95808184 0.06905701],train
1,[-3.0236514  2.3112416],[0.0047973  0.99520266],[0.04636875 0.90980387],train
0,[ 1.7196635 -2.9176118],[0.9904088  0.00959117],[0.8480855  0.05128978],train
1,[-2.0056849  1.498189 ],[0.02920221 0.9707978 ],[0.11860735 0.81730425],train
0,[ 1.900623 -2.467567],[0.9874844  0.01251554],[0.86996204 0.07816336],train
0,[-0.02053354 -0.86165756],[0.6987019 0.3012981],[0.49486682 0.29699317],train
0,[ 1.5731484 -1.6322235],[0.96103597 0.03896407],[0.82823193 0.163526  ],train
0,[ 0.6522084 -2.0208688],[0.93541914 0.06458083],[0.65750796 0.11702918],train
0,[ 2.5239105 -3.9975736],[0.9985306  0.00146932],[0.9258011  0.01802912],train
0,[ 3.9297135 -4.596524 ],[9.998018e-01 1.981600e-04],[0.9807294  0.00998611],train
0,[ 3.9986284 -3.9487946],[9.9964654e-01 3.5344719e-04],[0.9819895  0.01891332],train
0,[ 1.2100564 -1.3920405],[0.9309964  0.06900357],[0.7703089 0.1990822],train
1,[-3.249405   2.4361684],[0.0033831 0.9966169],[0.03734828 0.9195441 ],train
0,[ 1.8092476 -2.5832994],[0.98778194 0.01221806],[0.8592709  0.07022101],train
1,[-2.6172094  1.7851079],[0.0121007  0.98789936],[0.06803903 0.85632646],train
1,[-4.462555   4.1271424],[1.8597787e-04 9.9981409e-01],[0.01140137 0.9841271 ],train
0,[ 1.9075058 -2.4936106],[0.98788494 0.01211507],[0.87073874 0.07630732],train
0,[ 2.1083307 -2.2296557],[0.9871056  0.01289437],[0.8917102  0.09711882],train
0,[ 2.3950846 -2.6226878],[0.9934243  0.00657573],[0.91645175 0.06769247],train
0,[ 1.5862349 -1.7609814],[0.9660136  0.03398644],[0.8300857  0.14666747],train
0,[ 2.770023  -2.9650886],[0.99677986 0.00322012],[0.94103426 0.04902821],train
0,[ 1.0754529 -1.9803592],[0.9550328  0.04496721],[0.7456325  0.12128055],train
0,[ 2.7123296 -2.8569229],[0.9962011  0.00379884],[0.93775034 0.05432457],train
0,[-0.51873904 -0.3150018 ],[0.44924113 0.55075884],[0.37314713 0.42189434],train
1,[-2.4141734  1.9158152],[0.01299656 0.9870034 ],[0.08209828 0.871671  ],train
0,[ 3.6340454 -4.146985 ],[9.9958259e-01 4.1740728e-04],[0.97427034 0.01556589],train
0,[ 2.248243  -3.0761464],[0.99515224 0.00484771],[0.9044988  0.04410199],train
0,[ 1.2559932 -1.1433059],[0.91677386 0.08322615],[0.7783356  0.24171391],train
0,[ 3.0898817 -2.9884083],[0.9977132  0.00228685],[0.95647347 0.0479523 ],train
0,[-0.5219281   0.13452269],[0.34153736 0.65846264],[0.37240154 0.53358   ],train
1,[-3.1768725  1.8088928],[0.00678815 0.99321187],[0.04004539 0.859228  ],train
0,[ 2.7696297 -3.4047272],[0.99792224 0.00207782],[0.9410124  0.03214805],train
0,[-0.2044584  0.5166659],[0.32714546 0.67285454],[0.4490627 0.6263678],train
0,[ 2.9485912 -3.2756221],[0.99802303 0.00197696],[0.95019686 0.03641703],train
0,[ 1.8894325 -2.5433695],[0.98825836 0.01174165],[0.8686908  0.07287319],train
0,[ 3.1984022 -3.5712037],[0.9988532  0.00114683],[0.9607741  0.02735277],train
0,[ 3.481861 -2.867302],[0.99825484 0.00174516],[0.9701672  0.05379382],train
0,[ 0.98753136 -2.1798272 ],[0.9595872  0.04041272],[0.7286001 0.1015767],train
0,[ 3.1635559 -3.6064775],[0.9988537  0.00114634],[0.9594395  0.02642981],train
0,[ 3.487943  -3.3711588],[0.9989512  0.00104876],[0.9703427  0.03320908],train
0,[ 1.07655   -1.9846307],[0.95526284 0.04473722],[0.74584055 0.12082607],train
0,[ 3.8038368 -4.8899145],[9.9983239e-01 1.6760192e-04],[0.9782007  0.00746591],train
0,[ 2.7035272 -2.6895375],[0.9954725  0.00452742],[0.9372344  0.06359355],train
0,[ 2.0502555 -2.528612 ],[0.98983777 0.01016219],[0.8859734  0.07387656],train
