class,sigmoid_output,set
0,[0.96021366 0.04591399],train
0,[0.35788736 0.6044186 ],train
0,[0.94639665 0.05149181],train
0,[0.84031767 0.10080806],train
0,[0.9647191  0.03370822],train
0,[0.26190746 0.57626635],train
1,[0.03747075 0.84438324],train
0,[0.83953106 0.18607944],train
0,[0.94582254 0.07040863],train
0,[0.8769268  0.05713147],train
0,[0.9829487  0.01633511],train
0,[0.9862665  0.00682338],train
0,[0.829586   0.12267215],train
0,[0.9419651  0.03382906],train
0,[0.9583422  0.04203861],train
0,[0.94869393 0.03540643],train
0,[0.8504319  0.16724575],train
0,[0.9476792  0.04332172],train
0,[0.9430423  0.07458436],train
0,[0.9657438  0.04168149],train
1,[0.04801055 0.9363931 ],train
0,[0.92590946 0.09806073],train
1,[0.06480339 0.8970538 ],train
0,[0.96459013 0.02481756],train
0,[0.8771065  0.07727327],train
0,[0.8470305  0.09902027],train
0,[0.9694696  0.02801776],train
0,[0.87553275 0.13401915],train
1,[0.09018476 0.77515507],train
0,[0.68616575 0.25679722],train
0,[0.95659256 0.04312651],train
1,[0.05641627 0.9205054 ],train
0,[0.9841756  0.02209152],train
0,[0.88021183 0.05310396],train
0,[0.7899496  0.14132375],train
0,[0.7850162  0.13783446],train
0,[0.9626746  0.03129869],train
0,[0.9423885  0.02505172],train
0,[0.5929646 0.250004 ],train
0,[0.9273847  0.04531744],train
0,[0.24556167 0.74284476],train
0,[0.9633191  0.02855894],train
0,[0.66042423 0.24233586],train
0,[0.9818557  0.01638954],train
0,[0.78070325 0.15622954],train
0,[0.89656174 0.06571748],train
0,[0.8775293  0.15688261],train
1,[0.06480888 0.86128956],train
0,[0.84121805 0.09462853],train
0,[0.9555071  0.03211926],train
0,[0.9626931  0.03636048],train
0,[0.6433187  0.32412982],train
0,[0.89530104 0.14376493],train
0,[0.87120944 0.09958284],train
1,[0.04972467 0.9131877 ],train
0,[0.92457753 0.05508246],train
0,[0.83349127 0.1127804 ],train
0,[0.9086829 0.0334424],train
0,[0.9088428  0.14860675],train
0,[0.90612197 0.03221022],train
1,[0.19491008 0.63911015],train
0,[0.8502651  0.07305187],train
0,[0.9005987  0.07772876],train
0,[0.8414216  0.11410622],train
0,[0.8921617  0.06353921],train
0,[0.26816335 0.45072165],train
0,[0.81636566 0.27233464],train
1,[0.17072947 0.78268015],train
0,[0.9501831 0.055512 ],train
1,[0.26065668 0.5289465 ],train
0,[0.9589225  0.05713592],train
0,[0.97332215 0.01894736],train
0,[0.9123995  0.07650919],train
0,[0.77588606 0.16074918],train
1,[0.02937699 0.94763875],train
1,[0.09913135 0.8909854 ],train
0,[0.9784436  0.01219919],train
0,[0.9505202  0.04647193],train
0,[0.94812524 0.07165999],train
0,[0.88573796 0.13424082],train
0,[0.978006  0.0279074],train
0,[0.9401086  0.05061667],train
0,[0.95314974 0.03021794],train
0,[0.8141049  0.11467521],train
0,[0.96052414 0.03590168],train
1,[0.24919686 0.7542033 ],train
0,[0.9801624  0.01979895],train
0,[0.89685065 0.09844387],train
0,[0.57578707 0.15973611],train
0,[0.8979463  0.11230059],train
0,[0.973305   0.03581217],train
1,[0.16379133 0.6245477 ],train
0,[0.42651576 0.48955625],train
0,[0.97211516 0.01813876],train
0,[0.948926   0.06468673],train
0,[0.8066745 0.1351598],train
1,[0.08124696 0.9248125 ],train
0,[0.74493796 0.18274052],train
0,[0.7545453  0.34702942],train
0,[0.9768884  0.01484043],train
0,[0.9786244  0.02242195],train
0,[0.9031177  0.10719526],train
0,[0.9573822  0.04818153],train
0,[0.90034556 0.0582667 ],train
0,[0.7439091  0.10961641],train
0,[0.9288958  0.03335189],train
0,[0.8951337  0.09756608],train
0,[0.6855934  0.19162974],train
0,[0.8279004  0.16883567],train
0,[0.9447069  0.04708284],train
0,[0.94633067 0.01489751],train
0,[0.9164052  0.12513709],train
0,[0.78471154 0.16174382],train
0,[0.8300907  0.06570446],train
0,[0.72728705 0.09578003],train
0,[0.94894797 0.0241324 ],train
0,[0.94510925 0.02095449],train
0,[0.9707508  0.02349593],train
0,[0.94642055 0.02693572],train
0,[0.9896548  0.01068023],train
0,[0.8849539 0.0804731],train
0,[0.96860284 0.0360751 ],train
0,[0.86943364 0.06923667],train
1,[0.02180167 0.95365644],train
0,[0.9515268  0.03500096],train
0,[0.97976387 0.01429094],train
0,[0.8128004  0.13714808],train
1,[0.10736024 0.84877574],train
0,[0.96852565 0.0337869 ],train
0,[0.8594701  0.12533413],train
0,[0.99174845 0.00943129],train
0,[0.94891757 0.04745534],train
0,[0.84902585 0.11270985],train
0,[0.9274991  0.02566609],train
0,[0.97471446 0.01254306],train
0,[0.8984074  0.07288456],train
0,[0.89653516 0.09016954],train
0,[0.94929385 0.04528608],train
0,[0.9526032  0.03145023],train
0,[0.8857437 0.0601207],train
0,[0.8279775  0.19492619],train
0,[0.88634956 0.09413272],train
0,[0.7488137  0.19786783],train
0,[0.9302492  0.04284684],train
0,[0.85064226 0.13398786],train
0,[0.92762506 0.07043982],train
0,[0.9701586  0.03803302],train
0,[0.8486293  0.08075746],train
0,[0.8389207  0.10993518],train
0,[0.8533487  0.13296749],train
0,[0.95553595 0.0427805 ],train
0,[0.83321667 0.1933271 ],train
0,[0.31341472 0.45771536],train
0,[0.98347974 0.02407213],train
1,[0.109899  0.9090915],train
0,[0.9749307  0.01659979],train
0,[0.9763815  0.01996086],train
0,[0.9809084  0.01448931],train
0,[0.9364977  0.04505156],train
0,[0.8946501  0.05234046],train
0,[0.9588748  0.03996301],train
0,[0.96152484 0.04850486],train
0,[0.92512184 0.07377885],train
0,[0.9370774  0.02547278],train
0,[0.37320253 0.33716312],train
0,[0.9426183  0.05292013],train
1,[0.10963733 0.8334597 ],train
0,[0.6686201  0.35885686],train
0,[0.96271265 0.04169545],train
1,[0.09339126 0.8492619 ],train
0,[0.8734516  0.10464905],train
0,[0.84782314 0.07968525],train
1,[0.05850532 0.93378925],train
1,[0.07745758 0.88176435],train
0,[0.87546813 0.07985684],train
0,[0.9582991  0.03001649],train
0,[0.946767   0.05041376],train
0,[0.9338092  0.03933369],train
0,[0.94056356 0.03914913],train
0,[0.9414096  0.04872521],train
0,[0.92177165 0.0859671 ],train
0,[0.8721768  0.07450806],train
0,[0.93908113 0.12080039],train
0,[0.98415816 0.0194586 ],train
0,[0.13018465 0.8396083 ],train
0,[0.9677432  0.06168043],train
0,[0.9108804  0.03586524],train
1,[0.05373784 0.89583796],train
0,[0.96974754 0.02438868],train
0,[0.8936206  0.06571489],train
0,[0.94966173 0.07659701],train
0,[0.8845441  0.23105642],train
0,[0.9551053  0.02636154],train
0,[0.9204137  0.02985904],train
0,[0.9128437  0.06346908],train
1,[0.13568696 0.7355185 ],train
0,[0.84708124 0.10208265],train
0,[0.7373614  0.26863283],train
0,[0.83564717 0.12745486],train
0,[0.9308371  0.04450458],train
0,[0.9740242  0.06474968],train
0,[0.969383   0.02114886],train
0,[0.6206523 0.3089153],train
0,[0.8623698  0.14282988],train
0,[0.9780336  0.01723921],train
0,[0.95433503 0.03911556],train
0,[0.8416159  0.11548254],train
0,[0.99465793 0.00653045],train
0,[0.8256308  0.16989258],train
0,[0.84302855 0.12053684],train
0,[0.1110464  0.82929343],train
0,[0.76130074 0.20976701],train
0,[0.96909475 0.01056216],train
0,[0.5712327  0.18170962],train
0,[0.43493605 0.2741551 ],train
1,[0.02080769 0.95708644],train
0,[0.9746799  0.01752367],train
0,[0.59876734 0.29187584],train
0,[0.8546245  0.09221222],train
0,[0.8479874  0.12094764],train
0,[0.6985564 0.2070284],train
0,[0.87381434 0.08119657],train
0,[0.9348082  0.11905178],train
0,[0.8188277  0.07352795],train
1,[0.17884345 0.7536506 ],train
0,[0.91525155 0.10256934],train
0,[0.919305  0.0616174],train
1,[0.14112385 0.8377718 ],train
0,[0.9546888  0.05475018],train
0,[0.98442775 0.01466793],train
0,[0.96078897 0.03261209],train
0,[0.9195349 0.0981691],train
0,[0.80924296 0.06451987],train
0,[0.9830551  0.02071031],train
0,[0.9656413  0.05361188],train
0,[0.95608896 0.08636178],train
0,[0.7621545  0.15130477],train
0,[0.9096675  0.06748705],train
0,[0.94765854 0.09238131],train
0,[0.9773899  0.02069215],train
0,[0.93489236 0.06687055],train
1,[0.1124699 0.594241 ],train
0,[0.88732    0.06058826],train
0,[0.9508483  0.06567713],train
1,[0.04876226 0.8711992 ],train
0,[0.85931313 0.12033729],train
0,[0.9684776  0.01949945],train
0,[0.94920576 0.05384142],train
0,[0.8873186  0.12296861],train
0,[0.8454179  0.06029746],train
1,[0.04748898 0.952178  ],train
0,[0.76880395 0.27824   ],train
0,[0.9638786  0.05553045],train
0,[0.9567397  0.02793108],train
0,[0.90926975 0.04924145],train
0,[0.9338066  0.05688715],train
0,[0.9411714  0.04932383],train
0,[0.92685634 0.08951199],train
0,[0.57031816 0.20208682],train
1,[0.15868402 0.7331439 ],train
0,[0.84929496 0.06978002],train
1,[0.04923992 0.87015134],train
1,[0.04468686 0.90348285],train
0,[0.89656085 0.05425969],train
0,[0.9400207  0.03526215],train
0,[0.96589494 0.02781315],train
0,[0.9119916  0.14968395],train
0,[0.9531391  0.01987342],train
0,[0.96071213 0.02630283],train
0,[0.8109171  0.02342071],train
0,[0.97655267 0.01079237],train
0,[0.9748684  0.01326379],train
0,[0.942457   0.04187171],train
0,[0.60817933 0.18242241],train
0,[0.98946637 0.00694756],train
0,[0.9790092  0.01264754],train
0,[0.88728625 0.02854713],train
0,[0.9859767 0.0158371],train
0,[0.7059769  0.14752546],train
0,[0.9674223  0.01607823],train
1,[0.12243606 0.8311499 ],train
0,[0.96570086 0.04020293],train
1,[0.11341055 0.83968216],train
0,[0.8612011  0.07905485],train
0,[0.8980458  0.05354827],train
0,[0.9557832  0.03531441],train
0,[0.8452944  0.09263386],train
0,[0.83882976 0.09210622],train
1,[0.0406149 0.8501853],train
1,[0.22976586 0.7157043 ],train
0,[0.72348195 0.21172208],train
0,[0.8852547  0.10923991],train
1,[0.04485016 0.91966707],train
0,[0.96541715 0.02283821],train
0,[0.98427236 0.01932764],train
0,[0.94712913 0.01892834],train
0,[0.966551   0.01347113],train
0,[0.956446   0.02653203],train
0,[0.29126406 0.5911042 ],train
0,[0.9001625  0.02108262],train
0,[0.9644811  0.01575461],train
0,[0.97356683 0.01265088],train
0,[0.94327587 0.1119035 ],train
1,[0.08459393 0.7088194 ],train
0,[0.90898734 0.07609802],train
0,[0.9376119  0.04888605],train
0,[0.8606725  0.14895993],train
0,[0.9400272  0.09787212],train
0,[0.88461226 0.09809455],train
0,[0.969971   0.01860342],train
0,[0.4636564  0.17472836],train
0,[0.629209   0.19463731],train
0,[0.9206419  0.06762389],train
0,[0.91958165 0.07809805],train
0,[0.71001035 0.19563693],train
0,[0.8432604  0.09349386],train
0,[0.8880126 0.0833018],train
0,[0.95591354 0.03308528],train
0,[0.971236   0.02807328],train
0,[0.88981545 0.03646192],train
0,[0.90853655 0.0659529 ],train
1,[0.05792144 0.9316046 ],train
0,[0.90638345 0.05192155],train
0,[0.82968646 0.08042589],train
0,[0.9063962  0.06791432],train
0,[0.82264173 0.07958313],train
0,[0.9120261  0.19582544],train
0,[0.86896944 0.07956287],train
0,[0.9440214  0.05131982],train
1,[0.22230542 0.8161849 ],train
0,[0.9539047  0.04459327],train
1,[0.09409325 0.8298844 ],train
0,[0.8678445 0.1106372],train
0,[0.86431754 0.09023736],train
0,[0.98445743 0.01293491],train
0,[0.9294744  0.02661598],train
0,[0.899594   0.05512936],train
0,[0.9331242  0.06527235],train
0,[0.92543864 0.02844835],train
0,[0.93892074 0.0881446 ],train
0,[0.93953204 0.05659256],train
0,[0.9720124  0.01277939],train
0,[0.9080236 0.130609 ],train
0,[0.8769908  0.08438589],train
1,[0.35951427 0.61260206],train
0,[0.96367073 0.0369231 ],train
0,[0.96154964 0.03027155],train
0,[0.98895264 0.00446295],train
0,[0.92720896 0.07862018],train
0,[0.8816726  0.14986199],train
0,[0.60588825 0.1619987 ],train
0,[0.9003969  0.04607229],train
0,[0.9773552  0.01784647],train
0,[0.8738834  0.07508115],train
0,[0.8920435 0.0990984],train
0,[0.6956227  0.14887053],train
0,[0.97484654 0.02422871],train
0,[0.92629856 0.06109433],train
0,[0.44310075 0.6880642 ],train
1,[0.06684669 0.80638677],train
0,[0.8928442  0.05893381],train
0,[0.91180414 0.06627119],train
0,[0.7401316  0.17106272],train
0,[0.9329454  0.04051195],train
0,[0.92898315 0.04868505],train
0,[0.63016135 0.21328397],train
0,[0.37946507 0.2787735 ],train
0,[0.8502398  0.07055555],train
0,[0.89252806 0.04245966],train
0,[0.79837686 0.18204337],train
0,[0.9144103  0.01440844],train
0,[0.9692609  0.01369484],train
0,[0.81383616 0.10728761],train
0,[0.97618026 0.04186486],train
0,[0.74047387 0.10121411],train
0,[0.9393695  0.07777467],train
0,[0.914501   0.11182217],train
0,[0.9931458  0.01113431],train
0,[0.97759265 0.01191953],train
1,[0.16000956 0.81499666],train
0,[0.97609574 0.01247752],train
0,[0.8129394 0.0555097],train
1,[0.01037684 0.9744874 ],train
0,[0.9262648  0.03308098],train
0,[0.93010175 0.05606883],train
0,[0.96348375 0.04635924],train
0,[0.93402195 0.02271106],train
0,[0.8294185  0.14148642],train
0,[0.7470044  0.24311565],train
0,[0.90912735 0.03340062],train
0,[0.5862502  0.41831082],train
0,[0.98934746 0.00635331],train
0,[0.9696408  0.02383928],train
0,[0.93340015 0.02346579],train
0,[0.93932533 0.09568179],train
1,[0.08288921 0.81406224],train
0,[0.93221724 0.02571317],train
0,[0.95451087 0.0265478 ],train
0,[0.7417896  0.10375343],train
0,[0.8833804  0.08607744],train
0,[0.9197653  0.04676326],train
0,[0.89308757 0.0795643 ],train
0,[0.8659872  0.04692518],train
0,[0.9583271  0.01515173],train
0,[0.8993462  0.09437403],train
0,[0.98007673 0.01372581],train
0,[0.974414   0.01642607],train
1,[0.18495515 0.79627657],train
0,[0.9616914  0.02648009],train
0,[0.9341818  0.02954024],train
0,[0.87745696 0.0900015 ],train
0,[0.9779243  0.04429567],train
0,[0.8811391  0.05159579],train
0,[0.9423005  0.02672641],train
0,[0.84791064 0.11001085],train
0,[0.96263254 0.05337199],train
0,[0.9440912  0.06144711],train
0,[0.7976517  0.19613811],train
0,[0.972324   0.01420221],train
0,[0.92936456 0.05925674],train
0,[0.96739835 0.03960534],train
0,[0.969099   0.03224239],train
0,[0.9701037 0.0474976],train
0,[0.9231107  0.03456898],train
0,[0.97608715 0.02473542],train
1,[0.05041276 0.9324318 ],train
0,[0.94784987 0.06244304],train
0,[0.8649868 0.0772675],train
0,[0.94963044 0.0167827 ],train
0,[0.7098192  0.20454772],train
1,[0.25112095 0.7006498 ],train
0,[0.89331955 0.04232044],train
0,[0.943878   0.05754916],train
0,[0.94061905 0.01933558],train
0,[0.9275346  0.05888276],train
0,[0.8100496  0.16177379],train
0,[0.85977596 0.09644467],train
1,[0.07493936 0.8884314 ],train
0,[0.9439091  0.06078351],train
0,[0.6150059  0.18056023],train
0,[0.9107367  0.03909772],train
1,[0.2585184 0.6508279],train
0,[0.5445543 0.296229 ],train
0,[0.92639965 0.02264605],train
0,[0.9495494  0.06481546],train
0,[0.9047031  0.06373674],train
0,[0.5636185  0.14966013],train
0,[0.97121674 0.03141952],train
0,[0.90465707 0.05650814],train
0,[0.1058985 0.8304645],train
0,[0.9188443  0.05376387],train
0,[0.8169834  0.14390352],train
0,[0.57908285 0.18896611],train
0,[0.7528735  0.17238279],train
0,[0.9088742  0.11367097],train
0,[0.95330507 0.06833921],train
0,[0.84880686 0.13831449],train
0,[0.9613697  0.02431396],train
0,[0.7783262  0.20095026],train
0,[0.76903284 0.11446267],train
0,[0.9759818  0.01849267],train
0,[0.30532482 0.57267517],train
1,[0.11486755 0.8928925 ],train
0,[0.9663511  0.01962759],train
0,[0.97981286 0.01225428],train
0,[0.9868063  0.00887504],train
0,[0.96008474 0.00974315],train
0,[0.745715   0.18893695],train
0,[0.9699893 0.0147663],train
0,[0.44864777 0.41280812],train
0,[0.9090128  0.13470238],train
0,[0.95490146 0.03987346],train
0,[0.97947276 0.02072102],train
0,[0.9752687 0.0334041],train
1,[0.16638736 0.7920069 ],train
0,[0.9424422  0.05023877],train
0,[0.8891936 0.0572927],train
0,[0.9255044  0.03392016],train
0,[0.91269946 0.05159212],train
1,[0.06048487 0.8895078 ],train
0,[0.9443248  0.08471613],train
0,[0.64470196 0.37744364],train
0,[0.9067249  0.05555191],train
0,[0.8255466  0.07996261],train
0,[0.9539517  0.05912408],train
0,[0.94699943 0.05480842],train
0,[0.945804   0.02334622],train
0,[0.920352   0.08179783],train
0,[0.95954835 0.0362082 ],train
0,[0.96196896 0.04658273],train
0,[0.98779255 0.02020957],train
0,[0.9345382  0.05542848],train
0,[0.9447083  0.02851229],train
0,[0.8032766  0.15212168],train
0,[0.9738676  0.02061708],train
0,[0.7328511  0.18359104],train
0,[0.8913963  0.06190211],train
0,[0.96550226 0.02975031],train
0,[0.9210722  0.03855301],train
0,[0.82962245 0.12140377],train
0,[0.6976189  0.23242564],train
0,[0.96792686 0.04760385],train
1,[0.02533382 0.94169545],train
0,[0.93036735 0.04315451],train
0,[0.9733917  0.02590581],train
0,[0.95969594 0.01486438],train
0,[0.8045527  0.19810042],train
0,[0.8305642  0.11211059],train
0,[0.8471851  0.02954924],train
0,[0.9379528  0.05897488],train
0,[0.92061853 0.06555833],train
0,[0.7733433  0.15756981],train
0,[0.9250385  0.13127773],train
0,[0.9738438  0.02097594],train
0,[0.96323663 0.04048038],train
0,[0.43503693 0.4284223 ],train
0,[0.9207913  0.05895708],train
0,[0.7728719  0.12287299],train
0,[0.83460855 0.167288  ],train
0,[0.87228084 0.06612786],train
0,[0.75019926 0.11031664],train
0,[0.94103014 0.04437956],train
0,[0.8305499  0.07512144],train
1,[0.10101457 0.7424619 ],train
0,[0.8698547  0.11397164],train
0,[0.84798515 0.10189085],train
0,[0.9410073  0.06014121],train
1,[0.1971045 0.7737956],train
0,[0.83013624 0.06344838],train
0,[0.9754878  0.05691566],train
0,[0.8558243  0.10198573],train
0,[0.94611055 0.04131085],train
0,[0.7354573  0.21377984],train
0,[0.87026733 0.0785965 ],train
0,[0.9821187  0.01026459],train
0,[0.88072187 0.03406739],train
0,[0.60029143 0.2795576 ],train
0,[0.8124733  0.07797398],train
0,[0.9186001  0.07531104],train
0,[0.94453704 0.04520802],train
0,[0.69076526 0.13142325],train
1,[0.08435029 0.86629254],train
0,[0.80392295 0.14838481],train
0,[0.952847  0.0423373],train
0,[0.96707046 0.03877005],train
0,[0.55086184 0.30064395],train
0,[0.832083 0.18156 ],train
0,[0.9756176  0.01543602],train
0,[0.8964143  0.05571516],train
0,[0.9080356 0.0460023],train
0,[0.9333175  0.05039445],train
0,[0.9662054  0.02758674],train
0,[0.92209125 0.05139418],train
0,[0.9869287  0.00567531],train
0,[0.8369088  0.11919308],train
0,[0.6130425  0.31324717],train
0,[0.60070574 0.38679186],train
0,[0.87037516 0.04334366],train
0,[0.90500927 0.05634263],train
0,[0.94235337 0.06218059],train
0,[0.92824763 0.02105502],train
0,[0.9163222  0.08404021],train
0,[0.9394645  0.06987517],train
1,[0.06958119 0.910123  ],train
0,[0.92396635 0.03819517],train
0,[0.86292714 0.1459966 ],train
0,[0.9536874  0.02089241],train
0,[0.9692021  0.03261105],train
0,[0.9677719  0.02718076],train
0,[0.7489657  0.18853551],train
0,[0.8820052  0.11597971],train
0,[0.9192799  0.04253864],train
0,[0.9600902  0.04404198],train
0,[0.9435775  0.04448684],train
0,[0.98065346 0.02444196],train
0,[0.9526411 0.0208204],train
0,[0.8841385  0.06311432],train
1,[0.466035  0.3377725],train
0,[0.927024   0.06341058],train
0,[0.83064705 0.10763426],train
1,[0.37761477 0.57330924],train
0,[0.9046557 0.0473401],train
0,[0.9456592  0.04920595],train
0,[0.92090577 0.073939  ],train
0,[0.94963795 0.04259935],train
1,[0.07734678 0.9161167 ],train
0,[0.9475929  0.04276487],train
1,[0.11003555 0.827255  ],train
0,[0.9088217  0.04524805],train
0,[0.92365164 0.07357579],train
0,[0.9083436  0.05909676],train
0,[0.90391403 0.11367395],train
0,[0.97830474 0.01242083],train
0,[0.6815004 0.2165081],train
0,[0.9560721  0.02870849],train
0,[0.88676643 0.03933731],train
0,[0.7611337  0.11431298],train
